Ref,Val,Package,PosX,PosY,Rot,Side
"R21","0","R_2512_6332Metric",-23.900000,55.400000,180.000000,bottom
"R22","0","R_2512_6332Metric",-23.900000,48.400000,180.000000,bottom
"R23","22","R0603",-28.512500,41.400000,90.000000,bottom
"R24","22","R0603",-28.512500,34.400000,90.000000,bottom
"R25","22","R0603",-28.512500,27.400000,90.000000,bottom
"R26","0","R_2512_6332Metric",-23.900000,41.400000,180.000000,bottom
"R27","0","R_2512_6332Metric",-23.900000,34.400000,180.000000,bottom
"R28","0","R_2512_6332Metric",-23.900000,27.400000,180.000000,bottom
"R29","4.7k","R0603",-10.500000,41.000000,0.000000,bottom
"R30","4.7k","R0603",-36.500000,31.000000,90.000000,bottom
"R31","4.7k","R0603",-10.500000,42.600000,0.000000,bottom
"R32","4.7k","R0603",-32.000000,31.000000,90.000000,bottom
"R33","4.7k","R0603",-32.000000,28.000000,-90.000000,bottom
"R34","4.7k","R0603",-5.900000,41.800000,90.000000,bottom
"U4","MAX31855KASA","SOIC-8_3.9x4.9mm_P1.27mm",-55.500000,71.800000,-90.000000,bottom
"C11","100n","C0603",1.600000,17.300000,-90.000000,top
"C12","10n","C0603",1.600000,13.800000,90.000000,top
"C13","10n","C0603",16.725000,14.960000,-90.000000,top
"C24","100n","C0603",7.600000,9.000000,-90.000000,top
"C25","10n","C0603",7.600000,5.500000,90.000000,top
"C26","10n","C0603",23.600000,5.500000,-90.000000,top
"D3","B5819W","SOD-123",19.000000,76.500000,90.000000,top
"D5","B5819W","SOD-123",19.000000,69.000000,90.000000,top
"F1","12H1500D","PAD-1206-PAD",22.800000,17.000000,-90.000000,top
"F2","12H1500D","PAD-1206-PAD",21.000000,22.600000,0.000000,top
"F3","12H1500D","PAD-1206-PAD",20.600000,17.000000,-90.000000,top
"F4","12H1500D","PAD-1206-PAD",18.400000,17.000000,-90.000000,top
"G1","RUSEFI_LOGO","rusefi_logo",89.000000,3.500000,0.000000,top
"G2","LOGO","LOGO",72.000000,5.500000,0.000000,top
"G3","PROTO_AREA","PROTO_AREA",39.500000,49.960000,90.000000,top
"G4","PROTO_AREA","PROTO_AREA",47.120000,49.960000,90.000000,top
"J2","5569-20A2","Molex_Mini-Fit_Jr_5569-20A2_2x10_P4.20mm_Horizontal",10.600000,90.725000,0.000000,top
"J3","5569-06A2","Molex_Mini-Fit_Jr_5569-06A2_2x03_P4.20mm_Horizontal",90.725000,79.200000,-90.000000,top
"J4","5569-08A2","Molex_Mini-Fit_Jr_5569-08A2_2x04_P4.20mm_Horizontal",9.275000,25.800000,90.000000,top
"J5","5569-18A2","Molex_Mini-Fit_Jr_5569-18A2_2x09_P4.20mm_Horizontal",9.275000,45.200000,90.000000,top
"J6","Conn_01x06","PinHeader_1x06_P2.54mm_Vertical",98.150000,37.900000,-90.000000,top
"J7","Conn_01x05_Male","Molex_SPOX_5267-05A_1x05_P2.50mm_Vertical",83.000000,3.000000,90.000000,top
"J8","USB_B_Mini","USB-MINI-B-VERTICAL",58.375000,4.700000,90.000000,top
"J9","USB_C_Receptacle_USB2.0","USB_C_Receptacle_XKB_U262-16XN-4BVC11",50.000000,4.000000,0.000000,top
"J10","5569-16A2","Molex_Mini-Fit_Jr_5569-16A2_2x08_P4.20mm_Horizontal",60.300000,90.725000,0.000000,top
"M1","Module-power_12and5V-0.2","power_12and5V",24.624999,1.224999,0.000000,top
"M2","Module-knock-0.2","knock",76.974999,82.125000,-90.000000,top
"M3","Module-vr-discrete-0.4","vr-discrete",42.275000,77.475000,-90.000000,top
"M4","Module-vr-max9924-0.1","vr-max9924",31.225000,77.475000,-90.000000,top
"M5","Module-wbo-0.5","wbo",99.425000,39.600000,90.000000,top
"M6","Module:mega-mcu100/0.2","mega-mcu100",79.500010,48.200000,180.000000,top
"M7","Module-can-0.1","can",30.625000,54.674998,-90.000000,top
"P1","Pad","PAD-TH",32.000000,57.500000,0.000000,top
"P2","Pad","PAD-TH",34.900000,57.500000,0.000000,top
"P3","Pad","PAD-TH",62.500000,2.500000,0.000000,top
"P4","Pad","PAD-TH",62.500000,7.500000,0.000000,top
"P5","Pad","PAD-TH",88.900000,89.166898,90.000000,top
"P6","Pad","PAD-TH",86.360000,89.166898,90.000000,top
"P7","Pad","PAD-TH",83.200000,24.000000,0.000000,top
"P8","Pad","PAD-TH",83.200000,19.300000,0.000000,top
"P9","Pad","PAD-TH",80.500000,89.200000,90.000000,top
"P10","Pad","PAD-TH",77.960000,89.200000,90.000000,top
"P11","Pad","PAD-TH",88.900000,86.626898,90.000000,top
"P12","Pad","PAD-TH",86.360000,86.626898,90.000000,top
"P13","Pad","PAD-TH",80.500000,86.660000,90.000000,top
"P14","Pad","PAD-TH",77.960000,86.660000,90.000000,top
"Q2","ZXMS6005SGTA","SOT-223",26.000000,77.500000,0.000000,top
"Q4","ZXMS6005SGTA","SOT-223",26.000000,70.000000,0.000000,top
"Q7","ISL9V3040D3S","TO-252-2",22.660000,62.500000,180.000000,top
"Q8","ISL9V3040D3S","TO-252-2",22.660000,55.500000,180.000000,top
"Q9","ISL9V3040D3S","TO-252-2",22.660000,48.500000,180.000000,top
"Q10","ISL9V3040D3S","TO-252-2",22.660000,41.500000,180.000000,top
"Q11","ISL9V3040D3S","TO-252-2",22.660000,34.500000,180.000000,top
"Q12","ISL9V3040D3S","TO-252-2",22.660000,27.500000,180.000000,top
"Q16","ZXMS6005SGTA","SOT-223",34.500000,37.500000,90.000000,top
"Q17","ZXMS6005SGTA","SOT-223",34.500000,28.500000,90.000000,top
"R1","4.7k","R0603",34.932497,79.925000,180.000000,top
"R4","Jumper-Pad-Pad","PAD-0805-PAD",43.474609,4.569609,-90.000000,top
"R9","4.7k","R0603",16.725000,17.960000,-90.000000,top
"R11","4.7k","R0603",19.500000,80.000000,0.000000,top
"R13","4.7k","R0603",19.500000,72.500000,0.000000,top
"R14","4.7k","R0603",23.600000,8.500000,-90.000000,top
"U1","TLE9201SG","Infineon_PG-DSO-12-11",9.000000,17.500000,0.000000,top
"U2","TLE9201SG","Infineon_PG-DSO-12-11",15.625000,8.040000,0.000000,top
"U3","MPX4/MPXH6400_MAP","MPX-4_MAP",76.013250,64.000000,-90.000000,top
"U5","JDY-33","JDY-33",92.650000,21.125000,180.000000,top
